Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Rickenella swartzii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Rickenellaceae,,,Rickenella,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118171,FUN
Roridomyces roridus,(Fr.) Rexer (1994),,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Roridomyces,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Mycena rorida,179021,FUN
Russula albonigra,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,202417,FUN
Russula bicolor,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,487591,FUN
Russula cascadensis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,343660,FUN
Russula fragilis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179715,FUN
Russula fragrantissima,Romagn.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,154448,FUN
Russula veternosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,712292,FUN
Sarcomyxa serotina,(Pers.) V. Papp,,late fall oyster,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Sarcomyxa,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Panellus serotinus,63585,FUN
Sarcosphaera coronaria,(Jacq.) J. Schröt.,,pink crown,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Sarcosphaera,,,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,68183,FUN
Scleroderma citrinum,,,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Sclerodermataceae,,,Scleroderma,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,55927,FUN
Section Distantes,,,black morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,Morchella,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22068,,,,,reporeted as Morchella conica,1062676,FUN
Sparassis crispa,,,cauliflower fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Sparassidaceae,,,Sparassis,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63014,FUN
Sphaerobolus stellatus,Tode,,canon fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,Sphaerobolus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,55012,FUN
Stereum cf ochraceoflavum,(Schwein.) Sacc.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,,,reported,unobserved,2010-04,Kent Brothers,VMS,,,,,,,118107,FUN
Stereum complicatum,(Fr.) Fr.,,crowded parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,,,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,196842,FUN
Stereum sanguinolentum,(Alb. & Schwein.) Fr.,,bleeding conifer parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,,,reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,118104,FUN
Stropharia aeruginosa,,,blue-green stropharia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Stropharia,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,55583,FUN
Stropharia semiglobata,(Batsch) Quél.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Stropharia,,,reported,unobserved,2017-05-06,Mine Bueller,UBC,F33384,,,,,,499652,FUN
Suillus brevipes,,,Short-stemmed Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63496,FUN
Suillus luteus,,,Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,53488,FUN
Suillus tomentosus,,,Blue-ing Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118157,FUN
Tapinella atrotomentosa,(Batsch) Šutara,,velvet pax,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Tapinellaceae,,,Tapinella,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Paxillus atrotomentosus,154450,FUN
Tarzetta cupularis,(L.) Svrcek,,elf cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Tarzetta,,,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,352484,FUN
Tephrocybe ambusta,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,Tephrocybe,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29214,,,,,,500293,FUN
Tephrocybe atrata,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,Tephrocybe,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29215,,,,,,384489,FUN
Tetrapyrgos subdendrophora,(Redhead) E. Horak,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Marasmiaceae,,,Tetrapyrgos,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,408271,FUN
Thelephora palmata,(Scop.) Fr.,,stinking earthfan,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,,,Thelephora,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22059,,,,,,118100,FUN
Trichaptum abietinum,(Dicks.) Ryvarden,,violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,incertae sedis,,,Trichaptum,,,reported,unobserved,2009-05,Kent Brothers,VMS,,,,,,,118115,FUN
Tricharina gilva,(Boud.) Eckblad,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Tricharina,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29216,,,,,,500291,FUN
Tricholoma cf virgatum,(Fr.) P. Kumm.,,Streaked Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,118206,FUN
Tricholoma imbricatum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118211,FUN
Tricholoma magnivelare,,,American matsutake,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,62483,FUN
Tricholoma pardinum,,,Tiger Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,335206,FUN
Tricholoma saponaceum,,,soapy trich,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118213,FUN
Tricholoma sulphureum,,,sulphur knight,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,408299,FUN
Tricholoma terreum,,,Mouse Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,341797,FUN
Tricholoma zelleri,,,Zeller’s Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,352611,FUN
Tricholomopsis rutilans,(Schaeff.) Singer,,plums & custard,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholomopsis,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63387,FUN
Tubaria cf conspersa,(Pers.) Fayod,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Tubariaceae,,,Tubaria,,,reported,unobserved,2010-04,Kent Brothers,VMS,,,,,,,118217,FUN
Tylopilus pseudoscaber,Secr. ex A.H.Sm. & Thiers,,dark boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Tylopilus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118156,FUN
Typhula erythropus,(Pers.) Fr.,,redleg club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pleurotineae,,Typhulaceae,,,Typhula,,,reported,unobserved,2011-10-29,Kent Brothers,VMS,,,,,,,416478,FUN
Xerocomellus chrysenteron,(Bull.) Quél. ,,cracked-cap boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,438013,FUN
Xerocomellus zelleri,(Murrill) Klofac,,Zeller's bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,,,reported,unobserved,2017-05,Kent Brothers,VMS,,,,,,,438008,FUN
Xerocomus subtomentosus,(L.: Fr.) Quél.,,Suede Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Xerocomus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,485374,FUN
