"","scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","hybrid","subspecies","variety","form","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"242","Symphoricarpos mollis var. hesperius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","103786550",NA,"https://www.inaturalist.org/observations/103786550","Steve Ansell","",NA,"2019-06-04",2019,6,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.364219,-123.265922,781,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Steve Ansell",NA,NA,NA,NA,NA
"243","Symphyotrichum foliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V47170",NA,"B067CECA-52F3-8E4A-A094-4A4CD9C1650E","A. E. Baggs","s.n.",NA,"1913-08-10",1913,8,10,"PRESERVED_SPECIMEN","Squamish-Lillooet Regional District, Squamish",NA,NA,"British Columbia","Canada","CA",49.75,-123.133333,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"George W. Douglas 1976",NA,NA,NA,NA,NA
"244","Symphyotrichum subspicatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V251380",NA,"15BD84E2-DA53-5747-90B2-0C186D177CA3","Frank Lomer","10294",NA,"2016-09-13",2016,9,13,"PRESERVED_SPECIMEN","District of West Vancouver, Cypress Bowl Road, west side, south of Hollyburn Lodge parking lot",NA,NA,"British Columbia","Canada","CA",49.375556,-123.195417,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Frank Lomer",NA,NA,NA,NA,NA
"245","Syringa vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","","","",NA,"q-10175897831","","",NA,"2020-05-24T20:",2020,5,24,"HUMAN_OBSERVATION","",NA,NA,"","Canada","CA",49.743941,-123.136675,21,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"246","Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","iNaturalist","Observations","71248908",NA,"https://www.inaturalist.org/observations/71248908","John D Reynolds","",NA,"2021-03-12",2021,3,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.331964,-123.263925,8,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"John D Reynolds",NA,NA,NA,NA,NA
"247","Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","iNaturalist","Observations","71248907",NA,"https://www.inaturalist.org/observations/71248907","John D Reynolds","",NA,"2021-03-12",2021,3,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.331936,-123.263642,5,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"John D Reynolds",NA,NA,NA,NA,NA
"248","Taraxacum erythrospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V158307",NA,"DD0F8A5B-9AEC-4D46-A0EB-9CEB6B6608FD","B. Fraser","s.n.",NA,"1965-07-07",1965,7,7,"PRESERVED_SPECIMEN","Garibaldi Park, Sentinel glacier foreland",NA,NA,"British Columbia","Canada","CA",49.8930444794088,-122.982676465135,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"V. Bednar",NA,NA,NA,NA,NA
"249","Teesdalia nudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","44947237",NA,"https://www.inaturalist.org/observations/44947237","Cole Gaerber","",NA,"2020-05-04",2020,5,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.350735,-123.343183,26550,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Cole Gaerber",NA,NA,NA,NA,NA
"250","Trifolium willdenovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","93183704",NA,"https://www.inaturalist.org/observations/93183704","Chloe and Trevor Van Loon","",NA,"2021-08-28",2021,8,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.695578,-123.165278,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Chloe and Trevor Van Loon",NA,NA,NA,NA,NA
"251","Trillium ovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","75318944",NA,"https://www.inaturalist.org/observations/75318944","laurenbock","",NA,"2021-04-23",2021,4,23,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.523859,-123.594711,1981474,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"laurenbock",NA,NA,NA,NA,NA
"252","Trollius laxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V34770",NA,"9DE610A1-4573-AB47-B700-DA4061668133","W. Taylor","s.n.",NA,"1913-07-01",1913,7,NA,"PRESERVED_SPECIMEN","Garibaldi",NA,NA,"British Columbia","Canada","CA",49.9663768867129,-123.151015762854,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Gregory A. Rhinehalt",NA,NA,NA,NA,NA
"253","Vaccinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","ca.ubc","UBCVascular","V97629",NA,"4B6715AF-DA3F-994C-B6D4-E85C1AE27AAA","E.B. Peterson","s.n.",NA,"1960-08-24",1960,8,24,"PRESERVED_SPECIMEN","Garibaldi Park",NA,NA,"British Columbia","Canada","CA",49.766667,-123.033333,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA
"254","Vaccinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","ca.ubc","UBCVascular","V97628",NA,"EAAB6BFD-500A-2040-BDE8-86DC5A493078","E.B. Peterson","s.n.",NA,"1960-08-24",1960,8,24,"PRESERVED_SPECIMEN","Garibaldi Park",NA,NA,"British Columbia","Canada","CA",49.766667,-123.033333,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA
"255","Vaccinium corymbosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","","","",NA,"q-10091292554","","",NA,"2019-06-30T16:",2019,6,30,"HUMAN_OBSERVATION","",NA,NA,"","Canada","CA",49.385069,-123.533933,50,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"256","Vaccinium myrtillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","95162301",NA,"https://www.inaturalist.org/observations/95162301","swtobias","",NA,"2021-09-17",2021,9,17,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.735592,-123.101295,65,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"swtobias",NA,NA,NA,NA,NA
"257","Vaccinium ovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V253482",NA,"02AF5731-539D-8D47-BD86-0BFBE835D5E2","Frank Lomer","10540",NA,"2017-05-26",2017,5,26,"PRESERVED_SPECIMEN","District of West Vancouver, Horseshoe Bay, 270 m east of Highway 99, 1.2 km south of ferry dock",NA,NA,"British Columbia","Canada","CA",49.3649999990679,-123.27,6,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Frank Lomer",NA,NA,NA,NA,NA
"258","Veronica alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V29638",NA,"B5B889ED-93D5-1846-AC58-E018ACDFB838","John Davidson","s.n.",NA,"1917-08-12",1917,8,12,"PRESERVED_SPECIMEN","Coast area, Garibaldi Park, nr. Garibaldi Lake",NA,NA,"British Columbia","Canada","CA",49.936943999071,-123.025556,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"John Davidson",NA,NA,NA,NA,NA
"259","Veronica peregrina ssp. xalapensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xalapensis","SUBSPECIES","iNaturalist","Observations","52190561",NA,"https://www.inaturalist.org/observations/52190561","trishabt","",NA,"2020-07-06",2020,7,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.357768,-123.425713,4,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"albach",NA,NA,NA,NA,NA
"260","Viburnum davidii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","127773235",NA,"https://www.inaturalist.org/observations/127773235","labarclay","",NA,"2022-04-28",2022,4,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.403233,-123.503705,21,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"soft_road",NA,NA,NA,NA,NA
"261","Vicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","iNaturalist","Observations","16564579",NA,"https://www.inaturalist.org/observations/16564579","Ben Keen","",NA,"2018-09-15",2018,9,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.369944,-123.332689,10,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Keen",NA,NA,NA,NA,NA
"262","Vicia nigricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V24625",NA,"216031D4-44AE-DB45-B96D-31074BD65AC1","W. Taylor","s.n.",NA,"1913-06-01",1913,6,1,"PRESERVED_SPECIMEN","Gambier Island",NA,NA,"British Columbia","Canada","CA",49.4833329990685,-123.383333,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"W. Taylor",NA,NA,NA,NA,NA
"263","Viola adunca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V150137",NA,"11CF2AE4-1896-0847-B4C4-F66E1514362D","Muriel M. Nair","s.n.",NA,"1900-04-16",1900,4,16,"PRESERVED_SPECIMEN","Bowen Island",NA,NA,"British Columbia","Canada","CA",49.3666669990679,-123.366667,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Muriel M. Nair",NA,NA,NA,NA,NA
"264","Viola affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"affinis","VARIETY","ca.ubc","UBCVascular","V80672",NA,"7B01E159-5782-EF41-A2B6-1D8DDAD69177","F. Perry","s.n.",NA,"1913-05-31",1913,5,31,"PRESERVED_SPECIMEN","Gambier Island",NA,NA,"British Columbia","Canada","CA",49.4833329990685,-123.383333,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Landon E. McKinney",NA,NA,NA,NA,NA
"265","Viola howellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V176114",NA,"A467EFF9-E961-A84E-A85E-FB3648225ADF","Charles E. Beil","643",NA,"1974-05-29",1974,5,29,"PRESERVED_SPECIMEN","Bowen Island, plot #10",NA,NA,"British Columbia","Canada","CA",49.384722,-123.336111,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Charles E. Beil",NA,NA,NA,NA,NA
"266","Vitis vinifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","","","",NA,"q-10004120106","","",NA,"2016-05-16T21:",2016,5,16,"HUMAN_OBSERVATION","",NA,NA,"","Canada","CA",49.800981,-123.162148,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"267","Woodsia oregana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V161030",NA,"7454AE9F-C0ED-B248-8904-9101A6C5152C","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","s.n.",NA,"1967-08-21",1967,8,21,"PRESERVED_SPECIMEN","Sentinel glacier foreland, Garibaldi Park.",NA,NA,"British Columbia","Canada","CA",49.8930444794088,-122.982676465135,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Vladimir J. Krajina 1967",NA,NA,NA,NA,NA
