"","area","TaxonName","presence","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon","Family"
"395","saanich","Digitalis purpurea",1,"Native of Europe; well established along roadsides and waste places throughout.","","","","Digitalis purpurea","Plantaginaceae"
"396","saanich","Digitaria ischaemum",1,"Native of Eurasia; cultivated fields, rare; collected in Saanichton by F. A. Szczawinski in 1965. Voucher not found at V.","","","","Digitaria ischaemum","Poaceae"
"397","saanich","Digitaria sanguinalis",1,"Weed of cultivated fields and lawns; sporadic; Victoria and Saanichton","","","","Digitaria sanguinalis","Poaceae"
"398","saanich","Diplotaxis tenuifolia",1,"FL Finnerty Cove 1993 arbutus-Douglas fir woods in open ground.","","","","Diplotaxis tenuifolia","Brassicaceae"
"399","saanich","Dipsacus fullonum",1,"Native of Europe; established in Victoria and the Keating area. CDC and eFlora BC considers to be D. fullonum L.","","","","Dipsacus fullonum","Caprifoliaceae"
"400","saanich","Distichlis spicata",1,"Locally common; Saanichton Spit, Island View Beach, and Sidney.","","","","Distichlis spicata","Poaceae"
"401","saanich","Dodecatheon hendersonii",1,"Open woods and grassy slopes; common throughout.","","","","Primula hendersonii","Primulaceae"
"402","saanich","Dodecatheon pulchellum var. macrocarpum",1,"Wet, grassy places and swampy ground; sporadically abundant. Variable species subdivided into many taxa; for the time being we consider the Saanich Peninsula material as belonging to D. paucilorum without going into segments of this complex.","","","","Primula pauciflora macrocarpa","Primulaceae"
"403","saanich","Doronicum pardalianches",1,"Native of Europe; rare; occasional escapee from cultivation.","","","","Doronicum pardalianches","Asteraceae"
"404","saanich","Draba nemorosa",1,"Annual; listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands and by J. K. Henry in his Flora of Southern British Columbia as occuring in Victoria; specimens not examined. No vouchers found.","","","","Draba nemorosa","Brassicaceae"
"405","saanich","Draba verna",1,"Open, grassy plains; sporadic throughout.","","","","Draba verna","Brassicaceae"
"406","saanich","Drosera anglica",1,"AC Goldstream (Niagra?) River 1972. Outside area?","","","","Drosera anglica","Droseraceae"
"407","saanich","Drosera rotundifolia",1,"Sphagnum swamps and peat bogs; sporadic in suitable habitats throughout; common in the past but rapidly disappearing due to changes in drainage, and disappearance of sphagnum bogs; Royal Oak, Prospect Lake, Pike Lake, Goldstream, and the Highland district.","","","","Drosera rotundifolia","Droseraceae"
"408","saanich","Drymocallis glandulosa",1,"Open woody and grassy places; occasional throughout; prob ssp. glandulosa.","","","","Drymocallis glandulosa","Rosaceae"
"409","saanich","Dryopteris arguta",1,"Rocky ledges and wooded places; rare; listed in Henry's Flora as occurring on Mount Finlayson; specimen not examined. (Aspidium argutum Kaulf., Aspidium rigidum of Henry). No voucher could be found at V. Not relocated. Eastham discounts Henry's record.","","","","Dryopteris arguta","Dryopteridaceae"
"410","saanich","Dryopteris expansa",1,"Shady, moist woods; frequent in the North Saanich, Sidney, and Goldstream areas; collected in 1943 by G. A. Hardy at Beacon Hill Park; an extremely variable species.","","","","Dryopteris expansa","Dryopteridaceae"
"411","saanich","Dulichium arundinaceum",1,"Swamps and marshy shores; occasional; Elk Lake, East Saanich, and the Highland district.","","","","Dulichium arundinaceum","Cyperaceae"
"412","saanich","Echinochloa crus-galli",1,"Ditches and cultivated fields; sporadic throughout.","","","","Echinochloa crus-galli","Poaceae"
"413","saanich","Echinocystis lobata",1,"W. Carter Niagara St 1922. Not collected since.","","","","Echinocystis lobata","Cucurbitaceae"
"414","saanich","Echium vulgare",1,"Native of Europe; occasional; established on disturbed sites. MCM Pipeline Road 1963, Marr Royal Roads Gravel Pit, Langford 2007","","","","Echium vulgare","Boraginaceae"
"415","saanich","Egeria densa",1,"South American species; very similar to E. canadensis but much larger. Used commonly in aquaria, occasionally introduced in lakes; abundant in Langford Lake. Sidney Island. TCB Glen Lake 1989.","","","","Egeria densa","Hydrocharitaceae"
"416","saanich","Ehrharta erecta",1,"Mt Work iNaturalist observation 2020, Arbutus Rd iNaturalist observation 2019. FL Surrey as greenhouse weed 1997. Several iNaturalist observations for lower mainland. No herbarium records. Included in birdseed mixes. On Lomer & Penny's non-established list.","not in FPNW2","","","Ehrharta erecta","Poaceae"
"417","saanich","Elaeagnus multiflora",1,"Native of Asia; escaped from cultivation and established in John Dean Park.","not in FPNW2","","","Elaeagnus multiflora","Elaeagnaceae"
"418","saanich","Eleocharis acicularis",1,"Melburn voucher not found, TMCT shows none for Penninsula.A&O Ceska collection Elk Lake 1982.","","","","Eleocharis acicularis","Cyperaceae"
"419","saanich","Eleocharis macrostachya",1,"Macoun Sidney 1913, Newcombe Sidney 1929. Harrison Island View Beach 1966, A&OC Blenkinsop Lake 1976, Harcomb Glen Lake 1979, TCB Discovery Island 1991.","","","","Eleocharis macrostachya","Cyperaceae"
"420","saanich","Eleocharis obtusa",1,"Harrison Beaver Lake 1966, FL Rithet's Bog 2006, A&OC flats behind Camosun College, Interurban Road 1976.","","","","Eleocharis obtusa","Cyperaceae"
"421","saanich","Eleocharis ovata",1,"Recorded from Francis Park and Pike Lake by M. C. Melburn in 1962 and 1968. A.S. Harrison Beaver lake 1966. Melburn vouchers not found. Harrison collections should be reviewed","","""Eleocharis ovata is a rare plant in BC, not to be confused with E. obtusa. Maybe delete E. ovata, unless it has been confirmed."" FL ""Agree. Harrison’s collections from Elk Lake are at Lethbridge and MO probably have not been looked at critically. There is a small group of collections south of Bellingham at WWB that probably have not been rechecked lately."" HJ","FL, HJ","Eleocharis ovata","Cyperaceae"
"422","saanich","Eleocharis palustris",1,"Wet ground, shallow water; throughout in suitable habitat","","","","Eleocharis palustris","Cyperaceae"
"423","saanich","Eleocharis parvula",1,"AC Victoria 1982 location witheld.","","","","Eleocharis parvula","Cyperaceae"
"424","saanich","Elodea canadensis",1,"Occasional in ponds and sluggish waters throughout.","","","","Elodea canadensis","Hydrocharitaceae"
"425","saanich","Elymus glaucus",1,"Open woods and dry hillsides; locally abundant; East Saanich Indian Reserve, John Dean Park, Thetis Lake Park, Esquimalt Lagoon, and occasional throughout the area of study in suitable habitat.","","","","Elymus glaucus","Poaceae"
"426","saanich","Elymus hirsutus",1,"Deep Cove Macoun 1914. Lands End Road Harrison 1967.","","","","Elymus hirsutus","Poaceae"
"427","saanich","Elymus repens",1,"Native of Europe; fields and waste places; common throughout; a noxious and persistent weed.","","","","Elymus repens","Poaceae"
"428","saanich","Elymus trachycaulus ssp. trachycaulus",1,"Moist places and open woods; occasional; known from Beacon Hill and Oak Bay; a variable species with a number of infraspecific taxa described.","","","","Elymus trachycaulus trachycaulus","Poaceae"
"429","saanich","Empetrum nigrum",1,"Rare; only known record came from Waugh Creek, Goldstream area, where it was collected by C. F. Newcombe in 1924; not collected since.","","","","Empetrum nigrum","Ericaceae"
"430","saanich","Epilobium brachycarpum",1,"Dry, open ground; occasional throughout.","","","","Epilobium brachycarpum","Onagraceae"
"431","saanich","Epilobium ciliatum",1,"Very common throughout. Wet meadows, wet land edges.","","","","Epilobium ciliatum","Onagraceae"
"432","saanich","Epilobium densiflorum",1,"Open meadows; sporadic; Royal Oak, Saanichton, Sidney, Thetis Lake Park, and Goldstream.","","","","Epilobium densiflorum","Onagraceae"
"433","saanich","Epilobium hallianum",1,"Changed to several new species leptocarpum, saximontanum, mirabile, hallianum. AC has hallianum Stuart Mt in Highlands 1994.","","","","Epilobium hallianum","Onagraceae"
"434","saanich","Epilobium hirsutum",1,"A&OC Wilkinson Road and West Burnside Road 1992.","","","","Epilobium hirsutum","Onagraceae"
"435","saanich","Epilobium hornemannii ssp. hornemannii",1,"AC Elk-Beaver Lakes Regional Park; Beaver Lake; meadow 1994.","","","","Epilobium hornemannii hornemannii","Onagraceae"
"436","saanich","Epilobium minutum",1,"Dry, open ground; occasional; in Victoria and Thetis Lake Park area.","","","","Epilobium minutum","Onagraceae"
"437","saanich","Epilobium obscurum",1,"FL Oak Bay, W Saanich Rd, View Royal 2009.","","","","Epilobium obscurum","Onagraceae"
"438","saanich","Epilobium tetragonum",1,"FL Oak Bay 2005, FL railroad tracks, View Royal 2008.","not in FPNW2","","","Epilobium tetragonum","Onagraceae"
"439","saanich","Epilobium torreyi",1,"Known only from Thetis Lake Park, where it was collected by M. C. Melburn in 1959-67; most likely previously overlooked. MD Bazan Bay meadow 1966-2004. AC Thetis Lake 1977, MD Thetis Lake 2013,","","","","Epilobium torreyi","Onagraceae"
"440","saanich","Epipactis helleborine",1,"Native of Europe; escapee from cultivation and spreading in cool, shady, waste places; becoming weedy in some neglected gardens. TCB Discovery Island 1991.","","","","Epipactis helleborine","Orchidaceae"
"441","saanich","Equisetum arvense",1,"Part shade to open places, tolerant of soil conditions; common throughout the area. A cosmopolitan, sometimes weedy species.","","","","Equisetum arvense","Equisetaceae"
"442","saanich","Equisetum hyemale ssp. affine",1,"Shade to partial shade on moist, alluvial soils and along muddy shores in marshes and bogs; occasional; most common in the Mount Douglas and Goldstream areas; collected by J.M. Macoun in 1913 at Beacon Hill.","","","","Equisetum hyemale affine","Equisetaceae"
"443","saanich","Equisetum laevigatum",1,"Rare; according to T. M. C. Taylor (1963) in British Columbia this species is found only in the valleys of the Interior from Kamloops southward; in 1956 reported from Prospect Lake by M. C. Melburn. Melburne's voucher could not be found at RBCM. No other coastal collections.","","","","Equisetum laevigatum","Equisetaceae"
"444","saanich","Equisetum telmateia ssp. braunii",1,"Swamps, borders of streams, and low, wet ground; frequent in suitable habitats. TMCT 1934 collection Sidney.","","","","Equisetum telmateia braunii","Equisetaceae"
"445","saanich","Eremogone capillaris var. americana",1,"Rocky slopes; rare; known from Mount Finlayson, where it was collected by G. A. Hardy in 1952. Voucher not found. All nearby records from high elevation.","","","","Eremogone capillaris americana","Caryophyllaceae"
"446","saanich","Erigeron philadelphicus",1,"Moist, disturbed soil; occasional; Uplands, Patricia Bay, and Sidney; noticeably decreasing in its distribution.","","","","Erigeron philadelphicus","Asteraceae"
"447","saanich","Eriophorum chamissonis",1,"In bogs; abundant in Rithet's Bog.","","","","Eriophorum chamissonis","Cyperaceae"
"448","saanich","Eriophyllum lanatum var. leucophyllum",1,"Dry, open places; common throughout; var. leocophyllum ??","","","","Eriophyllum lanatum leucophyllum","Asteraceae"
"449","saanich","Erodium cicutarium",1,"Native of Europe; open places; common throughout the area.","","","","Erodium cicutarium","Geraniaceae"
"450","saanich","Erodium moschatum",1,"Record for Esquimalt at V ? Porter Esquimalt 2019, Starzomski Government House 2020, Crossley Oak Bay 2020, LaFreniere Mt Douglas 2020. All iNaturalist reports. On Lomer & Penny's non-established list.","","","","Erodium moschatum","Geraniaceae"
"451","saanich","Erysimum cheiranthoides",1,"Native of Europe; common weed of cultivated ground and waste places.","","","","Erysimum cheiranthoides","Brassicaceae"
"452","saanich","Erysimum cheiri",1,"Garden escape - many iNaturalist reports throughout peninsula. FL Cadboro Bay 2012. Marr View Royal 2007. FL & KM Clover Point 2007. TCB Clover Point 1994.","","","","Erysimum cheiri","Brassicaceae"
"453","saanich","Erythranthe alsinoides",1,"Moist, open places, banks, and cliffs; widely distributed throughout.","","","","Erythranthe alsinoides","Phrymaceae"
"454","saanich","Erythranthe guttata",1,"H&C2018 Erythranthe synonyms for guttatus are guttata, grandis, sookensis and var depauperatus=microphylla without further division into subspecies or varieties. Wet places; commonly distributed throughout; a variable species with a number of infraspecific not well-defined taxa described.","","","","Erythranthe guttata","Phrymaceae"
"455","saanich","Erythranthe microphylla",1,"MCM Thetis Lake 1954 reported as Mimulus guttatus var depauperatus.","","","","Erythranthe microphylla","Phrymaceae"
"456","saanich","Erythranthe moschata",1,"Wet ground; generally distributed throughout.","","","","Erythranthe moschata","Phrymaceae"
"457","saanich","Erythranthe nasuta",1,"Benedict Observatory Hill 1991, Krajina Andersin Hill 1950, CFN Cedar Hill, Gonzales 1916 A&OC Joycelyn Hill 1989.","","","","Erythranthe nasuta","Phrymaceae"
"458","saanich","Erythranthe sookensis",1,"Copley Bear Mt 1988, A&OC Gowland-Todd Park 1993.","not in FPNW2","","","Erythranthe sookensis","Phrymaceae"
"459","saanich","Erythranthe tilingii",1,"Wet banks of streams; sporadic throughout.","","","","Erythranthe tilingii","Phrymaceae"
"460","saanich","Erythronium oregonum ssp. oregonum",1,"Grassy ledges and openings, damp open woods; common throughout the area.","","","","Erythronium oregonum","Liliaceae"
"461","saanich","Erythronium revolutum",1,"Open woods; rare; known from Cadboro Bay and John Dean Park where it was collected by M. C. Melburn in 1955 and 1965. Vouchers not found at V.","","","","Erythronium revolutum","Liliaceae"
"462","saanich","Eschscholzia californica ssp. californica",1,"Roadsides and waste ground; very common in dry, open habitat throughout.","","","","Eschscholzia californica californica","Papaveraceae"
"463","saanich","Eucephalus engelmannii",1,"Listed in Henry's Flora as occurring in Victoria and Colwood; specimens not examined. CDC Explorer no area records.","","","","Eucephalus engelmannii","Asteraceae"
"464","saanich","Euphorbia cyparissias",1,"Native of Eurasia; occasional garden weed.","","","","Euphorbia cyparissias","Euphorbiaceae"
"465","saanich","Euphorbia exigua",1,"Native of Europe; a weed of arable land; Victoria; not collected recently. Eastham collections late 1930s, Gussow Cadboro Bay 1945.","","","","Euphorbia exigua","Euphorbiaceae"
